Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,726234,-,-,-,41.65,-95.74,0,354,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,GHI,Wind Speed
2002,4,8,16,30,355,6.2
2002,4,8,17,30,415,6.2
2002,4,8,18,30,563,6
2002,4,8,19,30,653,5.9
2002,4,8,20,30,551,5.9
2002,4,8,21,30,427,5.6000000000000005
2002,4,8,22,30,330,4.7
2002,4,8,23,30,168,3.5
2002,4,9,0,30,28,2.8000000000000003
2002,4,9,1,30,0,3
2002,4,9,2,30,0,3.5
2002,4,9,3,30,0,3.7
2002,4,9,4,30,0,3.6
2002,4,9,5,30,0,3.3000000000000003
2002,4,9,6,30,0,2.8000000000000003
2002,4,9,7,30,0,2.3000000000000003
2002,4,9,8,30,0,2
2002,4,9,9,30,0,1.7000000000000002
2002,4,9,10,30,0,1.5
2002,4,9,11,30,0,1.4000000000000001
2002,4,9,12,30,73,1.6
2002,4,9,13,30,265,1.2000000000000002
2002,4,9,14,30,469,0.5
2002,4,9,15,30,651,0.5
2002,4,9,16,30,791,1.1
2002,4,9,17,30,871,1.8
2002,4,9,18,30,892,2.4000000000000004
2002,4,9,19,30,846,3
2002,4,9,20,30,745,3.6
2002,4,9,21,30,598,4
2002,4,9,22,30,416,3.9000000000000004
2002,4,9,23,30,219,3
2002,4,10,0,30,44,2.6
2002,4,10,1,30,0,3.1
2002,4,10,2,30,0,3.8000000000000003
2002,4,10,3,30,0,4.2
2002,4,10,4,30,0,4.7
2002,4,10,5,30,0,4.9
2002,4,10,6,30,0,4.9
2002,4,10,7,30,0,5
2002,4,10,8,30,0,5
2002,4,10,9,30,0,5
2002,4,10,10,30,0,4.9
2002,4,10,11,30,0,5.1000000000000005
2002,4,10,12,30,58,5.5
2002,4,10,13,30,251,5.800000000000001
2002,4,10,14,30,433,6.800000000000001
2002,4,10,15,30,624,8.1
2002,4,10,16,30,761,8.8
2002,4,10,17,30,756,9.200000000000001
2002,4,10,18,30,750,9.4
2002,4,10,19,30,692,9.3
2002,4,10,20,30,517,8.9
2002,4,10,21,30,500,8.200000000000001
2002,4,10,22,30,345,7.2
2002,4,10,23,30,176,6.2
2002,4,11,0,30,41,5.9
2002,4,11,1,30,0,6.1000000000000005
2002,4,11,2,30,0,6.1000000000000005
2002,4,11,3,30,0,6.2
2002,4,11,4,30,0,6.300000000000001
2002,4,11,5,30,0,6.1000000000000005
2002,4,11,6,30,0,5.7
2002,4,11,7,30,0,5.2
2002,4,11,8,30,0,4.800000000000001
2002,4,11,9,30,0,4.7
2002,4,11,10,30,0,4.800000000000001
2002,4,11,11,30,0,5.1000000000000005
2002,4,11,12,30,64,5.5
2002,4,11,13,30,39,5.6000000000000005
2002,4,11,14,30,182,5.300000000000001
2002,4,11,15,30,241,5
2002,4,11,16,30,383,4.800000000000001
2002,4,11,17,30,350,4.3
2002,4,11,18,30,288,3.7
2002,4,11,19,30,184,3.7
2002,4,11,20,30,23,4.7
2002,4,11,21,30,169,5.4
2002,4,11,22,30,105,5.2
2002,4,11,23,30,19,4.2
2002,4,12,0,30,41,3.1
2002,4,12,1,30,0,2.7
2002,4,12,2,30,0,2.6
2002,4,12,3,30,0,2.3000000000000003
2002,4,12,4,30,0,2
2002,4,12,5,30,0,2
2002,4,12,6,30,0,2.4000000000000004
2002,4,12,7,30,0,2.6
2002,4,12,8,30,0,2.4000000000000004
2002,4,12,9,30,0,2
2002,4,12,10,30,0,1.7000000000000002
2002,4,12,11,30,0,1.5
2002,4,12,12,30,83,1.5
2002,4,12,13,30,233,1.7000000000000002
2002,4,12,14,30,299,1.7000000000000002
2002,4,12,15,30,654,1.6
2002,4,12,16,30,793,1.7000000000000002
2002,4,12,17,30,879,1.5
2002,4,12,18,30,900,1
2002,4,12,19,30,863,0.4
2002,4,12,20,30,764,0.4
2002,4,12,21,30,617,0.8
2002,4,12,22,30,433,1.2000000000000002
2002,4,12,23,30,232,1.3
2002,4,13,0,30,51,1.5
2002,4,13,1,30,0,1.8
2002,4,13,2,30,0,2
2002,4,13,3,30,0,2.1
2002,4,13,4,30,0,2.1
2002,4,13,5,30,0,2.1
2002,4,13,6,30,0,2.2
2002,4,13,7,30,0,2.1
2002,4,13,8,30,0,2.1
2002,4,13,9,30,0,2
2002,4,13,10,30,0,1.9000000000000001
2002,4,13,11,30,0,2.4000000000000004
2002,4,13,12,30,74,3.4000000000000004
2002,4,13,13,30,209,4
2002,4,13,14,30,127,4.800000000000001
2002,4,13,15,30,531,5.800000000000001
2002,4,13,16,30,690,6.2
2002,4,13,17,30,496,6.4
2002,4,13,18,30,513,6.5
2002,4,13,19,30,470,6.4
2002,4,13,20,30,506,6.300000000000001
2002,4,13,21,30,583,6.1000000000000005
2002,4,13,22,30,273,5.7
2002,4,13,23,30,226,4.800000000000001
2002,4,14,0,30,51,4.5
2002,4,14,1,30,0,4.7
2002,4,14,2,30,0,4.9
2002,4,14,3,30,0,5
2002,4,14,4,30,0,5
2002,4,14,5,30,0,4.9
2002,4,14,6,30,0,4.800000000000001
2002,4,14,7,30,0,4.7
2002,4,14,8,30,0,4.800000000000001
2002,4,14,9,30,0,5
2002,4,14,10,30,0,5.4
2002,4,14,11,30,0,5.800000000000001
2002,4,14,12,30,73,6.300000000000001
2002,4,14,13,30,161,6.5
2002,4,14,14,30,346,6.5
2002,4,14,15,30,426,6
2002,4,14,16,30,700,4.800000000000001
2002,4,14,17,30,677,3.5
2002,4,14,18,30,747,2.7
2002,4,14,19,30,861,2.4000000000000004
2002,4,14,20,30,490,2.1
2002,4,14,21,30,618,1.9000000000000001
2002,4,14,22,30,438,1.4000000000000001
2002,4,14,23,30,237,0.8
2002,4,15,0,30,48,0.9
2002,4,15,1,30,0,1.3
2002,4,15,2,30,0,1.7000000000000002
2002,4,15,3,30,0,2.4000000000000004
2002,4,15,4,30,0,3.5
2002,4,15,5,30,0,4.4
2002,4,15,6,30,0,4.4
2002,4,15,7,30,0,4.3
2002,4,15,8,30,0,4.3
2002,4,15,9,30,0,4.2
2002,4,15,10,30,0,4.2
2002,4,15,11,30,0,4.5
2002,4,15,12,30,91,5.2
2002,4,15,13,30,279,6.2
2002,4,15,14,30,477,6.9
2002,4,15,15,30,651,7.2
2002,4,15,16,30,786,7.7
2002,4,15,17,30,796,8.200000000000001
2002,4,15,18,30,812,8.8
2002,4,15,19,30,796,9.3
2002,4,15,20,30,763,9.600000000000001
2002,4,15,21,30,616,9.600000000000001
2002,4,15,22,30,437,9.1
2002,4,15,23,30,238,8.4
2002,4,16,0,30,58,8.1
2002,4,16,1,30,0,8.200000000000001
2002,4,16,2,30,0,8.3
2002,4,16,3,30,0,8.3
2002,4,16,4,30,0,8
2002,4,16,5,30,0,7.7
2002,4,16,6,30,0,7.6000000000000005
2002,4,16,7,30,0,7.4
2002,4,16,8,30,0,7.300000000000001
2002,4,16,9,30,0,7.2
2002,4,16,10,30,0,7.1000000000000005
2002,4,16,11,30,0,7.300000000000001
2002,4,16,12,30,41,7.9
2002,4,16,13,30,104,8.8
2002,4,16,14,30,293,9.3
2002,4,16,15,30,477,9.4
2002,4,16,16,30,692,9.5
2002,4,16,17,30,754,9.700000000000001
2002,4,16,18,30,350,9.9
2002,4,16,19,30,624,10
2002,4,16,20,30,561,9.600000000000001
2002,4,16,21,30,347,9.200000000000001
2002,4,16,22,30,333,8.6
2002,4,16,23,30,178,7.6000000000000005
2002,4,17,0,30,39,6.800000000000001
2002,4,17,1,30,0,6.6000000000000005
2002,4,17,2,30,0,6.1000000000000005
2002,4,17,3,30,0,4.9
2002,4,17,4,30,0,4.1000000000000005
2002,4,17,5,30,0,4.3
2002,4,17,6,30,0,3.7
2002,4,17,7,30,0,2.2
2002,4,17,8,30,0,1.5
2002,4,17,9,30,0,1.3
2002,4,17,10,30,0,1.3
2002,4,17,11,30,0,1.7000000000000002
2002,4,17,12,30,110,2.4000000000000004
2002,4,17,13,30,309,2.9000000000000004
2002,4,17,14,30,511,2.7
2002,4,17,15,30,689,2.4000000000000004
2002,4,17,16,30,822,2.5
2002,4,17,17,30,898,2.9000000000000004
2002,4,17,18,30,916,3.8000000000000003
2002,4,17,19,30,874,4.6000000000000005
2002,4,17,20,30,733,5.300000000000001
2002,4,17,21,30,621,5.6000000000000005
2002,4,17,22,30,434,5.5
2002,4,17,23,30,233,4.800000000000001
2002,4,18,0,30,47,4.7
2002,4,18,1,30,0,5.300000000000001
2002,4,18,2,30,0,5.9
2002,4,18,3,30,0,6.2
2002,4,18,4,30,0,6.4
2002,4,18,5,30,0,6.9
2002,4,18,6,30,0,7.4
2002,4,18,7,30,0,7.6000000000000005
2002,4,18,8,30,0,7.6000000000000005
2002,4,18,9,30,0,7.5
2002,4,18,10,30,0,7.4
2002,4,18,11,30,0,7.2
2002,4,18,12,30,101,7
2002,4,18,13,30,194,7.5
2002,4,18,14,30,408,8.1
2002,4,18,15,30,336,7.800000000000001
2002,4,18,16,30,415,7
2002,4,18,17,30,707,6.300000000000001
2002,4,18,18,30,605,5.800000000000001
2002,4,18,19,30,875,5.5
2002,4,18,20,30,782,5.4
2002,4,18,21,30,639,5.4
2002,4,18,22,30,457,5
2002,4,18,23,30,254,4.1000000000000005
2002,4,19,0,30,67,3.7
2002,4,19,1,30,0,4.4
2002,4,19,2,30,0,5
2002,4,19,3,30,0,5.6000000000000005
2002,4,19,4,30,0,6.1000000000000005
2002,4,19,5,30,0,6.1000000000000005
2002,4,19,6,30,0,6
2002,4,19,7,30,0,6.2
2002,4,19,8,30,0,6.2
2002,4,19,9,30,0,6
2002,4,19,10,30,0,6
2002,4,19,11,30,0,6.1000000000000005
2002,4,19,12,30,83,6.2
2002,4,19,13,30,54,6.300000000000001
2002,4,19,14,30,265,6.2
2002,4,19,15,30,327,5.9
2002,4,19,16,30,230,5.6000000000000005
2002,4,19,17,30,151,5.1000000000000005
2002,4,19,18,30,214,4.800000000000001
2002,4,19,19,30,428,4.5
2002,4,19,20,30,197,4.5
2002,4,19,21,30,448,4.6000000000000005
2002,4,19,22,30,274,4.800000000000001
2002,4,19,23,30,147,4.4
2002,4,20,0,30,36,3.9000000000000004
2002,4,20,1,30,0,4
2002,4,20,2,30,0,4.5
2002,4,20,3,30,0,4.6000000000000005
2002,4,20,4,30,0,4.7
2002,4,20,5,30,0,4.6000000000000005
2002,4,20,6,30,0,4.5
2002,4,20,7,30,0,4.3
2002,4,20,8,30,0,4.2
2002,4,20,9,30,0,4.1000000000000005
2002,4,20,10,30,0,4
2002,4,20,11,30,0,4.3
2002,4,20,12,30,114,5
2002,4,20,13,30,197,5.800000000000001
2002,4,20,14,30,169,6
2002,4,20,15,30,274,6
2002,4,20,16,30,260,6
2002,4,20,17,30,415,6.5
2002,4,20,18,30,351,6.4
2002,4,20,19,30,404,5.9
2002,4,20,20,30,190,5.5
2002,4,20,21,30,238,5.4
2002,4,20,22,30,87,6.2
2002,4,20,23,30,190,6.2
2002,4,21,0,30,28,5.5
2002,4,21,1,30,0,5.7
2002,4,21,2,30,0,5.800000000000001
2002,4,21,3,30,0,5.7
2002,4,21,4,30,0,5.800000000000001
2002,4,21,5,30,0,6.1000000000000005
2002,4,21,6,30,0,6.300000000000001
2002,4,21,7,30,0,4.7
2002,4,21,8,30,0,3.6
2002,4,21,9,30,0,4.4
2002,4,21,10,30,0,4.3
2002,4,21,11,30,0,3.9000000000000004
2002,4,21,12,30,112,3.8000000000000003
2002,4,21,13,30,12,3.2
2002,4,21,14,30,172,2.1
2002,4,21,15,30,236,1.9000000000000001
2002,4,21,16,30,250,2.8000000000000003
2002,4,21,17,30,217,3.8000000000000003
2002,4,21,18,30,258,4.3
2002,4,21,19,30,245,4.7
2002,4,21,20,30,170,4.9
2002,4,21,21,30,178,5
2002,4,21,22,30,111,4.9
2002,4,21,23,30,75,4.4
2002,4,22,0,30,11,3
2002,4,22,1,30,0,1.9000000000000001
2002,4,22,2,30,0,1.4000000000000001
2002,4,22,3,30,0,1
2002,4,22,4,30,0,0.9
2002,4,22,5,30,0,0.8
2002,4,22,6,30,0,0.8
2002,4,22,7,30,0,0.8
2002,4,22,8,30,0,0.8
2002,4,22,9,30,0,0.9
2002,4,22,10,30,0,0.9
2002,4,22,11,30,0,0.9
2002,4,22,12,30,129,0.8
2002,4,22,13,30,331,0.5
2002,4,22,14,30,531,0.5
2002,4,22,15,30,703,0.8
2002,4,22,16,30,837,1.3
2002,4,22,17,30,918,2
2002,4,22,18,30,929,2.6
2002,4,22,19,30,888,3.1
2002,4,22,20,30,787,3.2
2002,4,22,21,30,641,3.2
2002,4,22,22,30,455,3.3000000000000003
2002,4,22,23,30,255,3.1
2002,4,23,0,30,73,3.4000000000000004
2002,4,23,1,30,0,4.3
2002,4,23,2,30,0,4.6000000000000005
2002,4,23,3,30,0,4.2
2002,4,23,4,30,0,3.9000000000000004
2002,4,23,5,30,0,3.9000000000000004
2002,4,23,6,30,0,3.6
2002,4,23,7,30,0,3.2
2002,4,23,8,30,0,3
2002,4,23,9,30,0,3
2002,4,23,10,30,0,2.9000000000000004
2002,4,23,11,30,0,3.3000000000000003
2002,4,23,12,30,128,3.8000000000000003
2002,4,23,13,30,326,3.8000000000000003
2002,4,23,14,30,527,4
2002,4,23,15,30,701,4.1000000000000005
2002,4,23,16,30,834,4.3
2002,4,23,17,30,912,4.6000000000000005
2002,4,23,18,30,930,5
2002,4,23,19,30,888,5.300000000000001
2002,4,23,20,30,793,5.5
2002,4,23,21,30,645,5.4
2002,4,23,22,30,463,4.7
2002,4,23,23,30,264,3.8000000000000003
2002,4,24,0,30,78,4
2002,4,24,1,30,0,5.1000000000000005
2002,4,24,2,30,0,5.5
2002,4,24,3,30,0,5.7
2002,4,24,4,30,0,5.800000000000001
2002,4,24,5,30,0,6
2002,4,24,6,30,0,6
2002,4,24,7,30,0,5
2002,4,24,8,30,0,3.3000000000000003
2002,4,24,9,30,0,3.2
2002,4,24,10,30,0,5.300000000000001
2002,4,24,11,30,0,7.4
2002,4,24,12,30,121,8.6
2002,4,24,13,30,35,9.4
2002,4,24,14,30,466,9.9
2002,4,24,15,30,474,10
2002,4,24,16,30,850,10.100000000000001
2002,4,24,17,30,944,10.200000000000001
2002,4,24,18,30,967,10.100000000000001
2002,4,24,19,30,923,10
2002,4,24,20,30,831,9.600000000000001
2002,4,24,21,30,683,9
2002,4,24,22,30,495,8.1
2002,4,24,23,30,285,6.5
2002,4,25,0,30,87,4.4
2002,4,25,1,30,0,3.1
2002,4,25,2,30,0,2.7
2002,4,25,3,30,0,2.4000000000000004
2002,4,25,4,30,0,2
2002,4,25,5,30,0,1.8
2002,4,25,6,30,0,2.1
2002,4,25,7,30,0,3
2002,4,25,8,30,0,4.2
2002,4,25,9,30,0,4.800000000000001
2002,4,25,10,30,0,4.3
2002,4,25,11,30,0,4.2
2002,4,25,12,30,148,5.1000000000000005
2002,4,25,13,30,353,6.5
2002,4,25,14,30,560,7.2
2002,4,25,15,30,740,7
2002,4,25,16,30,760,6.7
2002,4,25,17,30,791,6.5
2002,4,25,18,30,833,6.300000000000001
2002,4,25,19,30,841,6
2002,4,25,20,30,673,5.7
2002,4,25,21,30,535,5.1000000000000005
2002,4,25,22,30,391,4
2002,4,25,23,30,198,2.3000000000000003
2002,4,26,0,30,48,1.3
2002,4,26,1,30,0,1.1
2002,4,26,2,30,0,1.1
2002,4,26,3,30,0,1.2000000000000002
2002,4,26,4,30,0,1.4000000000000001
2002,4,26,5,30,0,1.7000000000000002
2002,4,26,6,30,0,2
2002,4,26,7,30,0,2.3000000000000003
2002,4,26,8,30,0,2.6
2002,4,26,9,30,0,2.8000000000000003
2002,4,26,10,30,0,2.9000000000000004
2002,4,26,11,30,0,3.3000000000000003
2002,4,26,12,30,92,4
2002,4,26,13,30,98,4.9
2002,4,26,14,30,290,5.5
2002,4,26,15,30,421,5.6000000000000005
2002,4,26,16,30,781,5.7
2002,4,26,17,30,910,6
2002,4,26,18,30,725,6.2
2002,4,26,19,30,284,6.4
2002,4,26,20,30,385,6.4
2002,4,26,21,30,210,6.4
2002,4,26,22,30,179,6.2
2002,4,26,23,30,167,5.6000000000000005
2002,4,27,0,30,60,4.800000000000001
2002,4,27,1,30,0,4.4
2002,4,27,2,30,0,4.6000000000000005
2002,4,27,3,30,0,5
2002,4,27,4,30,0,5.5
2002,4,27,5,30,0,5.9
2002,4,27,6,30,0,6.2
2002,4,27,7,30,0,6
2002,4,27,8,30,0,5.7
2002,4,27,9,30,0,6
2002,4,27,10,30,0,6.6000000000000005
2002,4,27,11,30,0,7
2002,4,27,12,30,52,7.1000000000000005
2002,4,27,13,30,44,6.300000000000001
2002,4,27,14,30,86,5.5
2002,4,27,15,30,208,5.5
2002,4,27,16,30,321,5.7
2002,4,27,17,30,181,6.1000000000000005
2002,4,27,18,30,62,6.300000000000001
2002,4,27,19,30,167,5.800000000000001
2002,4,27,20,30,173,4.800000000000001
2002,4,27,21,30,576,3.5
2002,4,27,22,30,81,2.6
2002,4,27,23,30,28,3.4000000000000004
2002,4,28,0,30,53,6.2
2002,4,28,1,30,0,9.200000000000001
2002,4,28,2,30,0,10
2002,4,28,3,30,0,9
2002,4,28,4,30,0,8.3
2002,4,28,5,30,0,8.1
2002,4,28,6,30,0,7.9
2002,4,28,7,30,0,7.9
2002,4,28,8,30,0,7.9
2002,4,28,9,30,0,7.7
2002,4,28,10,30,0,7
2002,4,28,11,30,0,6.4
2002,4,28,12,30,17,6.1000000000000005
2002,4,28,13,30,68,5.800000000000001
2002,4,28,14,30,139,5.2
2002,4,28,15,30,265,4.6000000000000005
2002,4,28,16,30,348,4.1000000000000005
2002,4,28,17,30,347,3.8000000000000003
2002,4,28,18,30,347,3.7
2002,4,28,19,30,311,3.9000000000000004
2002,4,28,20,30,290,4.1000000000000005
2002,4,28,21,30,235,4.2
2002,4,28,22,30,218,4
2002,4,28,23,30,166,2.9000000000000004
2002,4,29,0,30,92,1.4000000000000001
2002,4,29,1,30,0,0.5
2002,4,29,2,30,0,0.5
2002,4,29,3,30,0,0.9
2002,4,29,4,30,0,1.1
2002,4,29,5,30,0,1.3
2002,4,29,6,30,0,1.5
2002,4,29,7,30,0,1.9000000000000001
2002,4,29,8,30,0,2.2
2002,4,29,9,30,0,2.5
2002,4,29,10,30,0,2.5
2002,4,29,11,30,0,2.9000000000000004
2002,4,29,12,30,50,3.3000000000000003
2002,4,29,13,30,81,3.4000000000000004
2002,4,29,14,30,352,3.5
2002,4,29,15,30,717,3.2
2002,4,29,16,30,848,3.2
2002,4,29,17,30,927,3.4000000000000004
2002,4,29,18,30,946,3.7
2002,4,29,19,30,905,3.8000000000000003
2002,4,29,20,30,809,3.9000000000000004
2002,4,29,21,30,666,3.8000000000000003
2002,4,29,22,30,485,3.2
2002,4,29,23,30,286,1.8
2002,4,30,0,30,85,1
2002,4,30,1,30,0,1.2000000000000002
2002,4,30,2,30,0,1.4000000000000001
2002,4,30,3,30,0,1.4000000000000001
2002,4,30,4,30,0,1.3
2002,4,30,5,30,0,1.1
2002,4,30,6,30,0,0.6000000000000001
2002,4,30,7,30,0,0.5
2002,4,30,8,30,0,1.1
2002,4,30,9,30,0,1.9000000000000001
2002,4,30,10,30,0,2.8000000000000003
2002,4,30,11,30,4,3.9000000000000004
2002,4,30,12,30,4,4.5
2002,4,30,13,30,74,4.7
2002,4,30,14,30,186,4.9
2002,4,30,15,30,249,4.800000000000001
2002,4,30,16,30,385,4.2
2002,4,30,17,30,745,3.7
2002,4,30,18,30,679,3.4000000000000004
2002,4,30,19,30,859,3.2
2002,4,30,20,30,767,3.3000000000000003
2002,4,30,21,30,444,3.4000000000000004
2002,4,30,22,30,345,3.5
2002,4,30,23,30,157,2.9000000000000004
2011,5,1,0,30,105,3.3000000000000003
2011,5,1,1,30,0,3
2011,5,1,2,30,0,3.7
2011,5,1,3,30,0,4.1000000000000005
2011,5,1,4,30,0,4.1000000000000005
2011,5,1,5,30,0,4.1000000000000005
2011,5,1,6,30,0,4.2
2011,5,1,7,30,0,4.5
2011,5,1,8,30,0,4.800000000000001
2011,5,1,9,30,0,4.6000000000000005
2011,5,1,10,30,0,4.2
2011,5,1,11,30,13,4.6000000000000005
2011,5,1,12,30,163,5.300000000000001
2011,5,1,13,30,367,6
2011,5,1,14,30,487,7
2011,5,1,15,30,751,7.2
2011,5,1,16,30,882,6.1000000000000005
2011,5,1,17,30,964,5.7
2011,5,1,18,30,981,5.800000000000001
2011,5,1,19,30,942,5.800000000000001
2011,5,1,20,30,836,5.7
2011,5,1,21,30,688,5.6000000000000005
2011,5,1,22,30,507,5.6000000000000005
2011,5,1,23,30,302,4.6000000000000005
2011,5,2,0,30,106,3
2011,5,2,1,30,0,2.2
2011,5,2,2,30,0,2
2011,5,2,3,30,0,1.9000000000000001
2011,5,2,4,30,0,2.1
2011,5,2,5,30,0,2.5
2011,5,2,6,30,0,3
2011,5,2,7,30,0,2.9000000000000004
2011,5,2,8,30,0,2.3000000000000003
2011,5,2,9,30,0,1.9000000000000001
2011,5,2,10,30,0,1.8
2011,5,2,11,30,16,2.2
2011,5,2,12,30,171,2.7
2011,5,2,13,30,314,3.6
2011,5,2,14,30,580,4.6000000000000005
2011,5,2,15,30,758,4.800000000000001
2011,5,2,16,30,892,4.9
2011,5,2,17,30,972,5.1000000000000005
2011,5,2,18,30,989,5.4
2011,5,2,19,30,948,5.6000000000000005
2011,5,2,20,30,849,5.7
2011,5,2,21,30,698,5.6000000000000005
2011,5,2,22,30,512,5.1000000000000005
2011,5,2,23,30,306,3.9000000000000004
2011,5,3,0,30,111,2.3000000000000003
2011,5,3,1,30,0,1.7000000000000002
2011,5,3,2,30,0,1.7000000000000002
2011,5,3,3,30,0,1.7000000000000002
2011,5,3,4,30,0,1.7000000000000002
2011,5,3,5,30,0,1.7000000000000002
2011,5,3,6,30,0,1.5
2011,5,3,7,30,0,1.3
2011,5,3,8,30,0,1.1
2011,5,3,9,30,0,1.1
2011,5,3,10,30,0,1
2011,5,3,11,30,13,1.1
2011,5,3,12,30,163,1.5
2011,5,3,13,30,364,2.1
2011,5,3,14,30,564,2.4000000000000004
2011,5,3,15,30,752,2.3000000000000003
2011,5,3,16,30,888,2.3000000000000003
2011,5,3,17,30,971,2.4000000000000004
2011,5,3,18,30,986,2.6
2011,5,3,19,30,946,2.6
2011,5,3,20,30,847,2.5
2011,5,3,21,30,701,2.3000000000000003
2011,5,3,22,30,515,2
2011,5,3,23,30,313,1.5
2011,5,4,0,30,116,1.1
2011,5,4,1,30,0,1.4000000000000001
2011,5,4,2,30,0,1.5
2011,5,4,3,30,0,1.7000000000000002
2011,5,4,4,30,0,1.9000000000000001
2011,5,4,5,30,0,2.1
2011,5,4,6,30,0,2.4000000000000004
2011,5,4,7,30,0,2.8000000000000003
2011,5,4,8,30,0,3.4000000000000004
2011,5,4,9,30,0,3.9000000000000004
2011,5,4,10,30,0,4.3
2011,5,4,11,30,17,4.5
2011,5,4,12,30,61,4.800000000000001
2011,5,4,13,30,244,5.6000000000000005
2011,5,4,14,30,403,7
2011,5,4,15,30,525,7.9
2011,5,4,16,30,857,8.1
2011,5,4,17,30,935,8.3
2011,5,4,18,30,807,8.4
2011,5,4,19,30,769,8.3
2011,5,4,20,30,475,8
2011,5,4,21,30,537,7.800000000000001
2011,5,4,22,30,450,7.7
2011,5,4,23,30,178,7.7
2011,5,5,0,30,81,7.7
2011,5,5,1,30,0,7.800000000000001
2011,5,5,2,30,0,7.800000000000001
2011,5,5,3,30,0,7.4
2011,5,5,4,30,0,6.300000000000001
2011,5,5,5,30,0,5.300000000000001
2011,5,5,6,30,0,5
2011,5,5,7,30,0,4.7
2011,5,5,8,30,0,4.3
2011,5,5,9,30,0,4.1000000000000005
2011,5,5,10,30,0,3.9000000000000004
2011,5,5,11,30,7,4
2011,5,5,12,30,172,4.2
2011,5,5,13,30,268,4.3
2011,5,5,14,30,485,4.5
2011,5,5,15,30,662,4.7
2011,5,5,16,30,867,4.800000000000001
2011,5,5,17,30,939,4.800000000000001
2011,5,5,18,30,155,4.800000000000001
2011,5,5,19,30,386,4.7
2011,5,5,20,30,329,4.3
2011,5,5,21,30,559,3.8000000000000003
2011,5,5,22,30,500,3.3000000000000003
2011,5,5,23,30,305,2.1
2011,5,6,0,30,117,1.1
2011,5,6,1,30,0,1.1
2011,5,6,2,30,0,1
2011,5,6,3,30,0,1
2011,5,6,4,30,0,1.1
2011,5,6,5,30,0,1.2000000000000002
2011,5,6,6,30,0,1.3
2011,5,6,7,30,0,1.4000000000000001
2011,5,6,8,30,0,1.5
2011,5,6,9,30,0,1.6
2011,5,6,10,30,0,1.7000000000000002
2011,5,6,11,30,20,2.3000000000000003
2011,5,6,12,30,108,3.1
2011,5,6,13,30,374,3.4000000000000004
2011,5,6,14,30,446,4.5
2011,5,6,15,30,604,5.7
2011,5,6,16,30,865,6.2
2011,5,6,17,30,940,6.6000000000000005
2011,5,6,18,30,846,6.800000000000001
2011,5,6,19,30,791,7
2011,5,6,20,30,684,6.7
2011,5,6,21,30,626,6
2011,5,6,22,30,424,5.4
2011,5,6,23,30,236,4.800000000000001
2011,5,7,0,30,102,3.7
2011,5,7,1,30,0,3.1
2011,5,7,2,30,0,3.7
2011,5,7,3,30,0,4.2
2011,5,7,4,30,0,3.8000000000000003
2011,5,7,5,30,0,3.3000000000000003
2011,5,7,6,30,0,2.8000000000000003
2011,5,7,7,30,0,2.2
2011,5,7,8,30,0,1.8
2011,5,7,9,30,0,1.9000000000000001
2011,5,7,10,30,0,2.2
2011,5,7,11,30,13,3.1
2011,5,7,12,30,138,3.8000000000000003
2011,5,7,13,30,365,4.1000000000000005
2011,5,7,14,30,559,5.1000000000000005
2011,5,7,15,30,733,5.7
2011,5,7,16,30,864,5.5
2011,5,7,17,30,939,5.1000000000000005
2011,5,7,18,30,961,4.7
2011,5,7,19,30,920,4.2
2011,5,7,20,30,826,3.7
2011,5,7,21,30,683,3.2
2011,5,7,22,30,494,2.3000000000000003
2011,5,7,23,30,304,1.4000000000000001
2011,5,8,0,30,79,1.1
2011,5,8,1,30,0,1.2000000000000002
2011,5,8,2,30,0,1.4000000000000001
2011,5,8,3,30,0,1.8
2011,5,8,4,30,0,2.4000000000000004
2011,5,8,5,30,0,3.1
2011,5,8,6,30,0,3.6
2011,5,8,7,30,0,4
2011,5,8,8,30,0,4
2011,5,8,9,30,0,3.9000000000000004
2011,5,8,10,30,0,4
2011,5,8,11,30,20,4.5
2011,5,8,12,30,169,5.2
2011,5,8,13,30,259,5.9
2011,5,8,14,30,552,6.6000000000000005
2011,5,8,15,30,719,7.1000000000000005
2011,5,8,16,30,848,7.6000000000000005
2011,5,8,17,30,925,8
